processed_text,encoded_label
@user it will be such a relief to have a real president. no more toddler tantrums. #biden2020 #bidenharris2020 #bidenharristosaveamerica,1
@user you are a sad apologist clay! this whole ass interview is indefensible. and whatabout-isms about trump will not change that because its to be expected from him. just say you want our people to #votebluenomatterwho with zero tangibles being offered up.,2
make america great again. #makeamericagreatagain #maga http,0
#america: past #brownshirts are now wearing black hoodies and bandannas to fire bomb houses of worship and loot your businesses. you voted for weak-kneed #democratic leaders so who will protect you when chaos comes to the upper eastside? time for a change! @user,0
who do you think #biden is planning to select for his female vp? #voteblue2020 #democraticdebate,1
"if you weren't dripped out in #maga gear, your fat black ass would be chained to a bumper and dragged to the nearest lynching tree. you know it. i know it. the world knows it. stop being a dancing ass nigg. @user",2
this is the best #demdebate yet.,2
"@user @user @user well, they didn’t ask you i notice. 😊 jelly much? 🤣#biden2020 #karin4congress #votebluenomatterwho",1
"ejinaction: two top contenders to be #joebiden's running mate have rolled out a comprehensive #environmentaljustice bill, as the nation grapples with a legacy of racial injustice in the wake of the police killing in may of #georgefloyd, #breonnataylor &amp; … http",2
"this past week of the #rnc2020 @user, voters were reminded the best is yet to come for every american under a second term of president @user. http",0
postmaster general denies he changed usps policies regarding election mail http did anyone expect him to say “ya i did it coppers!” ? 🤷🏻‍♂️ #voteblue,1
@user @user trump stood there laughing i felt the pen in my hand trump laughed no more......vote him out.....,1
@user @user #voteblue #votebidenharris2020 - “kamala and joe” - remember to click “thumbs up” on youtube. thanks! http,1
@user what if biden snoozes off? or maybe he will get so angry he will try to swipe at trump?,2
"@user no doubt...pathological liar, corrupt criminal #donaldtrump is unfit to be president. #trumpvirus #trumpgenocide #coronaviruspandemic #covid19 http",2
i love biden ❤,1
4 more years! 4 more years! #rnc2020 #trump2020 #trump2020landslide,0
"@user @user @user @user what? it's not republicans who've been getting away with looting and arson, stealing biden signs, assaulting people for wearing biden hats, and executing biden voters on the street like what happened to bernell trammell and jay danielson.",0
@user poosies afraid of biden,1
"if the death to america party can't arrange for the greatest election theft in their history, they're done, their global/ commie agenda is done. 4 more years of #maga power transforming this country, followed by at least another 8, if not another 16, and they'll never recover. 🙂",0
@user 45 is reagan's legacy 🤷🏾‍♂️ prove me wrong. #maga,0
@user you've left the plantation and done your own research into everything that #presidenttrump has done for the black community vs #youaintblack and harris who destroyed many black families by imprisoning thousands of black people for non violent offences #trump2020 #blacksfortrump http,0
@user it's september 1st and you haven't done anything to help american citizens. you're holding up money to try and get your ridiculous wish list. #trump2020 #voteredtosaveamerica2020,0
"it’s amazing that no one but the wall street journal has reported on operation warp speed, executive order 13887, preparing for a pandemic . #trump2020",2
@user @user i will stand in line one hour for each #tre45onpuppet and 10 hrs for @user - if we haven't already impeached and removed him as we certainly should. #tre45on #americaortrump #impeachtrumpagain #votebluetosaveamerica,1
"@user @user naw, your nazi right wing mob is who we need to eradicate. you support putin's orange agent in the oval office. i see this as a seditious act. #seeyouinnovember #expectus #votebluetosaveamerica",1
"politics seem so shallow at this moment. but it seems significant that biden just promised to make his running mate a woman. (sanders was less committal, saying ""in all likelyhood, i will"".) my guess for biden's vp pick is elizabeth warren. #demdebate",2
"@user how many hours a week does your guy spend on his couch watching #fauxnews and calling it ""executive time""? i know: exactly all of the hours he is not standing in front of a crowd begging them for attention. he lets others do his work as #potus. #voteblue to get a leader.",1
"@user @user @user @user @user weak answer, since cuomo.and the whole #democrat party, now blames trump for the european virus. it came from china! ny, nj, and mi were heavily infected while pelosi and ny mayor were promoting tourism and being out on the town. as trump was called a racist for stopping travel",2
#lyingtrump &amp; the ⁦@user⁩ #gop are all a grave danger to the usa &amp; the world. with #trump #gop voter suppression &amp; use of foreign governments to interfere in the election plan now to be registered &amp; to #voteoutthegop even if you miss work. http,1
@user @user @user lol—perfect gif!😄👍 president trump is going to have so much fun—while biden is shaking in his boots. definitely a night for popcorn!🍿,0
#healthcareworkers #medicalstaff #doctor #physician #frontlineworkers #scientists @user @user @user don’t give a crap about you and he and the party don’t trust any of you #votebidenharris2020 #voteblue #votersuppression,1
via @user senate is not extending jobless aid at an unprecedented time where there are no jobs for many to be had. #votebluetosaveamerica http,1
"@user @user trumpets know trump will do nothing to enhance their true standard of living, but the feeling that he will is good enough. it’s this feeling that he will do for them that he won’t do for others. it’s the emotional connection that he cares fuels trumpets. #biden2020 http",1
i’ve never cared for the vp more than i do now #joebiden #kamalaharris http,1
@user not to mention you called him a racist now you want to run with him. well you will go down with him too #trump2020,2
@user: the administration has failed to act quickly enough. not because of the impeachment hearings. what total bullshit! stop playing political games. stop lying! the president and the republicans have failed america. #votebluetosaveamerica,1
"you are jealous of jeff bezo because he is richer than you. you aligned yourself with mbs to hack his phone, it will be revealed eventually. you are a clear &amp; present danger to our national security. #votebluenomatterwho #votebluetosaveamerica @user @user http",1
